,funded_amnt_inv,int_rate,installment,annual_inc,loan_status,dti,revol_bal,revol_util,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt
22401,3350.0,9.62,123.55,49000.0,0.0,7.76,2345.0,31.3,3678.29,3850.0,362.29,15.000000010406001,0.0,0.0,2610.1
22402,10863.838990156955,5.42,331.76,43200.0,0.0,6.19,11186.0,46.9,11447.01,11000.0,592.28,0.0,0.0,0.0,247.2
22403,4000.0,16.32,141.27,15600.0,0.0,11.92,1393.0,58.0,5085.97,4000.0,1085.97,0.0,0.0,0.0,149.77
22404,975.0,10.36,32.44,33600.0,0.0,13.21,6331.0,77.2,1138.61,1000.0,167.81,0.0,0.0,0.0,33.79
22405,14942.325397852832,6.91,462.54,120000.0,0.0,12.01,14266.0,31.0,16582.33,15000.0,1651.63,0.0,0.0,0.0,469.54
22406,9975.0,14.46,235.08,47000.0,0.0,18.28,17394.0,54.0,13040.94,10000.0,3073.62,0.0,0.0,0.0,5699.77
22407,2250.0,8.88,71.43,42000.0,0.0,2.8,3477.0,15.5,2266.81,2250.0,16.81,0.0,0.0,0.0,2266.97
22408,9995.098499705422,10.36,324.37,82000.0,0.0,22.79,42026.0,69.9,11205.4,10000.0,1196.88,14.999999996463,0.0,0.0,345.08
22409,7500.0,5.79,227.46,20000.0,0.0,14.1,6758.0,40.0,8129.41,7500.0,629.41,0.0,0.0,0.0,2456.27
22410,11975.0,6.91,385.45,65000.0,0.0,10.71,1717.0,14.4,12453.97,12500.0,499.97,0.0,0.0,0.0,2817.95
22411,15500.0,6.91,493.38,85000.0,0.0,5.97,16357.0,51.0,16534.09,16000.0,1067.44,0.0,0.0,0.0,8662.41
22412,24500.0,14.83,864.56,47000.0,0.0,14.45,21098.0,76.7,28488.5,25000.0,4069.9,0.0,0.0,0.0,16126.42
22413,5000.0,10.36,162.19,36000.0,0.0,4.23,4830.0,28.6,5662.54,5000.0,662.54,0.0,0.0,0.0,302.18
22414,12500.0,13.35,288.96,45000.0,0.0,11.15,0.0,0.0,14419.97,12600.0,1920.33,15.000000059282,0.0,0.0,10481.89
22415,1500.0,6.91,61.68,58020.0,0.0,17.66,7715.0,78.7,1657.89,2000.0,210.52,0.0,0.0,0.0,484.55
22416,10928.834147783025,5.79,363.93,96000.0,0.0,2.25,5193.0,6.4,11851.83,12000.0,1101.31,0.0,0.0,0.0,393.48
22417,1300.0,6.17,54.9,36000.0,0.0,19.97,6716.0,58.4,1427.53,1800.0,176.58,0.0,0.0,0.0,58.01
22418,12925.0,13.72,300.61,123600.0,0.0,4.72,7641.0,33.8,17932.0,13000.0,5036.05,0.0,0.0,0.0,300.06
22419,3000.0,9.25,95.75,90000.0,0.0,22.0,122791.0,90.8,3427.2,3000.0,427.2,0.0,0.0,0.0,757.19
22420,11000.0,12.98,250.18,37000.0,1.0,13.98,0.0,54.22,3336.2,1224.0,1010.88,0.0,1101.32,297.1068,250.18
22421,23906.875971879927,9.99,806.57,137000.0,0.0,19.86,37621.0,82.9,27419.98,25000.0,3745.54,0.0,0.0,0.0,7822.66
22422,4800.0,13.35,162.55,60000.0,0.0,4.46,2185.0,37.0,5851.72,4800.0,1051.72,0.0,0.0,0.0,170.43
22423,8000.0,15.95,194.34,130000.0,0.0,0.75,1181.0,16.4,8620.16,8000.0,620.16,0.0,0.0,0.0,7653.21
22424,2500.0,12.23,99.98,30000.0,0.0,23.92,1763.0,70.5,2999.49,3000.0,599.39,0.0,0.0,0.0,107.68
22425,9100.0,9.99,309.72,54696.0,0.0,17.11,8096.0,81.0,10570.53,9600.0,1551.33,0.0,0.0,0.0,348.59
22426,24875.0,14.09,855.54,58800.0,0.0,15.55,25612.0,66.7,26003.8,25000.0,1134.48,0.0,0.0,0.0,23575.79
22427,9975.0,12.61,225.54,33500.0,0.0,14.51,3696.0,28.1,12254.34,10000.0,2285.05,0.0,0.0,0.0,6656.53
22428,3475.0,6.54,122.67,85000.0,0.0,12.92,6611.0,31.6,3836.69,4000.0,416.33,0.0,0.0,0.0,143.75
22429,10752.04891706146,6.91,370.04,48600.0,0.0,18.1,16200.0,80.6,11836.71,12000.0,1297.31,0.0,0.0,0.0,3823.07
22430,5975.0,5.79,181.97,26000.0,0.0,24.92,858.0,2.5,6291.43,6000.0,317.76,0.0,0.0,0.0,4142.75
22431,14738.988761646919,16.69,370.3,90000.0,0.0,16.24,20670.0,59.9,21661.89,14999.99,7217.35,0.0,0.0,0.0,369.65
22432,1975.0,9.25,63.84,42000.0,0.0,12.17,8051.0,28.9,2260.91,2000.0,289.53,0.0,0.0,0.0,27.46
22433,19701.604743750016,6.91,709.23,160000.0,0.0,10.14,35911.0,52.4,21594.6,23000.0,2532.29,0.0,0.0,0.0,713.46
22434,11646.928697289884,9.62,252.73,40000.0,0.0,2.67,2834.0,11.8,14643.44,12000.0,3165.54,14.999999959268001,0.0,0.0,254.47
22435,12000.0,19.66,315.67,70000.0,0.0,2.86,7839.0,64.8,18969.97,12000.0,6954.19,15.7800000145,0.0,0.0,329.66
22436,3000.0,12.61,117.28,42500.0,0.0,13.33,1176.0,65.3,3631.6,3500.0,736.86,0.0,0.0,0.0,148.67
22437,1600.0,13.72,54.47,16800.0,0.0,20.86,8451.0,65.5,1957.43,1600.0,357.43,0.0,0.0,0.0,216.43
22438,18669.59824162027,18.54,488.08,41000.0,1.0,10.04,16407.0,46.7,25736.92,15768.34,10066.53,0.0,622.85,112.1129999872,488.08
22439,11796.269045483328,10.36,428.5,43000.0,0.0,7.53,286.0,0.4,12748.48,20000.0,1774.74,0.0,0.0,0.0,17496.39
22440,11002.570894287017,5.79,363.93,145000.0,0.0,7.79,2622.0,8.2,11835.7,12000.0,972.8,0.0,0.0,0.0,3125.32
22441,10000.0,9.25,319.17,33975.0,0.0,18.97,15402.0,91.7,11490.73,10000.0,1490.73,0.0,0.0,0.0,366.97
22442,3575.0,9.62,75.82,37000.0,0.0,16.44,3000.0,26.8,4517.46,3600.0,949.05,0.0,0.0,0.0,75.66
22443,1500.0,6.54,61.34,72000.0,0.0,19.08,4712.0,31.2,1656.08,2000.0,208.1,0.0,0.0,0.0,67.99
22444,13640.809552367662,5.79,454.91,45600.0,0.0,19.92,10970.0,15.4,14532.58,15000.0,1116.79,22.750000042649003,0.0,0.0,305.19
22445,8000.0,14.46,188.06,65328.0,0.0,11.65,1936.0,18.3,11285.78,8000.0,3285.78,0.0,0.0,0.0,2.18
22446,14904.672279533264,18.54,385.33,125004.0,0.0,5.97,22958.0,52.7,22566.15,14999.99,7787.0,0.0,0.0,0.0,4306.24
22447,13238.299733203365,6.91,446.36,35500.0,0.0,24.51,24751.0,41.4,13591.19,14475.0,607.69,0.0,0.0,0.0,11959.66
22448,11975.0,5.79,363.93,90000.0,0.0,2.85,5196.0,9.0,13074.04,12000.0,1101.33,0.0,0.0,0.0,393.51
22449,15190.242393934988,12.23,357.78,45000.0,0.0,13.68,18036.0,38.6,17499.35,16000.0,2860.37,16.419999998171,0.0,0.0,35.92
22450,4975.0,5.79,151.64,86400.0,0.0,11.76,4962.0,12.2,5406.92,5000.0,434.09,0.0,0.0,0.0,1366.47
22451,19524.40822619602,16.32,489.77,90000.0,0.0,16.15,8582.0,49.6,28376.51,20000.0,9386.04,0.0,0.0,0.0,489.6
22452,10125.0,14.83,352.74,35496.0,0.0,5.88,8716.0,87.2,12179.27,10200.0,2069.48,0.0,0.0,0.0,4879.68
22453,3000.0,14.83,71.11,36000.0,0.0,12.2,3029.0,22.8,3949.73,3000.0,949.73,0.0,0.0,0.0,1749.8
22454,18276.06984282789,9.62,421.22,90000.0,0.0,11.85,8931.0,14.6,21850.61,20000.0,4470.45,0.0,0.0,0.0,8915.9
22455,10000.0,9.25,319.17,58000.0,0.0,10.72,8265.0,42.8,10930.11,10000.0,930.11,0.0,0.0,0.0,1480.81
22456,14478.577632780132,5.79,485.24,96000.0,0.0,10.7,19136.0,16.2,15437.21,16000.0,1220.46,0.0,0.0,0.0,103.89
22457,2400.0,9.62,77.02,52800.0,0.0,10.16,1131.0,14.7,2772.58,2400.0,372.58,0.0,0.0,0.0,83.2
22458,24761.7,14.46,587.69,60000.0,0.0,13.84,26088.0,63.0,34853.95,25000.0,10230.43,0.0,0.0,0.0,2363.12
22459,14725.0,13.35,343.99,70000.0,1.0,9.41,14248.0,75.4,10805.65,6737.37,4269.61,0.0,0.7,0.0,42.91
22460,9716.964316961024,6.17,305.0,118000.0,0.0,7.94,14877.0,34.7,10650.94,10000.0,980.31,0.0,0.0,0.0,313.45
22461,9525.0,5.42,289.54,75000.0,0.0,8.4,5411.0,11.5,10342.75,9600.0,824.19,0.0,0.0,0.0,311.06
22462,18825.370187447414,6.17,609.99,117000.0,0.0,10.53,6677.0,17.5,20206.5,20000.0,1545.66,0.0,0.0,0.0,23.43
22463,10854.66875879152,6.91,370.04,80000.0,0.0,12.31,14846.0,44.7,11721.92,12000.0,1041.2,0.0,0.0,0.0,6013.58
22464,15000.0,15.57,524.18,49000.0,0.0,12.42,10840.0,52.3,18110.88,15000.0,3110.88,0.0,0.0,0.0,7647.55
22465,24575.0,18.54,631.93,110000.0,0.0,21.59,3703.0,90.3,37877.01,24600.0,13315.54,0.0,0.0,0.0,631.67
22466,6875.0,15.2,167.27,125000.0,0.0,14.85,23492.0,78.2,8143.76,7000.0,1291.83,0.0,0.0,0.0,5789.39
22467,6000.0,5.79,181.97,40000.0,0.0,15.15,10243.0,20.7,6548.35,6000.0,548.35,0.0,0.0,0.0,574.83
22468,7200.0,10.36,154.26,19200.0,0.0,14.31,12051.0,50.2,9255.38,7200.0,2055.38,0.0,0.0,0.0,154.04
22469,9981.261297737738,6.91,333.03,72000.0,0.0,15.25,11000.0,36.4,10854.96,10800.0,1044.42,0.0,0.0,0.0,4188.49
22470,4975.0,9.25,159.59,72000.0,0.0,10.8,197.0,24.6,5716.7,5000.0,745.43,0.0,0.0,0.0,188.95
22471,11341.501422439303,6.91,370.04,62400.0,0.0,17.92,8182.0,42.8,12525.69,12000.0,1321.26,0.0,0.0,0.0,374.3
22472,5275.0,18.54,135.51,90000.0,0.0,15.85,13680.0,88.0,7491.01,5275.0,2216.01,0.0,0.0,0.0,3024.9
22473,6500.0,6.54,214.68,47000.0,0.0,10.16,5522.0,46.8,7176.51,7000.0,728.55,0.0,0.0,0.0,242.01
22474,8375.0,9.99,178.44,49200.0,0.0,12.34,2664.0,33.3,10674.06,8400.0,2305.92,0.0,0.0,0.0,177.96
22475,3775.0,12.98,86.43,18000.0,0.0,17.47,1323.0,49.0,5111.19,3800.0,1345.04,0.0,0.0,0.0,78.3
22476,4000.0,8.88,82.81,64200.0,0.0,4.02,617.0,7.1,4967.9,4000.0,967.9,0.0,0.0,0.0,82.1
22477,5500.0,10.36,178.41,10200.0,0.0,6.35,668.0,9.8,6403.37,5500.01,903.35,0.0,0.0,0.0,103.61
22478,7900.0,6.54,242.28,59448.0,0.0,19.3,8444.0,36.6,8651.4,7900.0,751.4,0.0,0.0,0.0,2612.26
22479,1000.0,13.35,22.94,36000.0,0.0,10.8,7496.0,85.2,1375.78,1000.0,375.78,0.0,0.0,0.0,22.31
22480,5000.0,5.79,151.64,45000.0,0.0,0.53,519.0,8.2,5459.12,5000.0,459.12,0.0,0.0,0.0,181.04
22481,8979.629713449018,6.54,289.04,97781.0,0.0,17.59,46310.0,69.8,9890.42,9425.0,980.6,0.0,0.0,0.0,308.43
22482,7500.0,12.23,266.6,60000.0,0.0,13.58,8422.0,71.4,8863.37,8000.0,1454.26,0.0,0.0,0.0,2798.71
22483,6000.0,13.35,203.18,55000.0,0.0,24.39,17162.0,74.6,7268.73,6000.0,1268.73,0.0,0.0,0.0,1390.61
22484,16925.0,9.62,358.03,84500.0,0.0,10.46,13376.0,17.8,19786.01,17000.0,2873.69,0.0,0.0,0.0,431.21
22485,3000.0,6.91,92.51,63600.0,0.0,15.62,15630.0,61.5,3169.03,3000.0,169.03,0.0,0.0,0.0,88.11
22486,4800.0,13.35,162.55,30000.0,0.0,23.2,18298.0,27.7,5867.13,4800.0,1052.13,14.999999977967999,0.0,0.0,177.48
22487,7600.0,6.91,234.36,82700.0,0.0,12.99,9880.0,61.1,8436.89,7600.0,836.89,0.0,0.0,0.0,239.64
22488,8900.0,6.91,274.45,140000.0,0.0,19.15,70049.0,53.2,9740.12,8900.0,840.12,0.0,0.0,0.0,3710.09
22489,14100.0,9.99,303.77,45000.0,0.0,10.29,16094.0,36.1,17368.32,14300.0,3314.68,0.0,0.0,0.0,666.21
22490,7975.0,10.36,259.5,95000.0,0.0,8.67,19064.0,76.6,9171.37,8000.0,1200.12,0.0,0.0,0.0,2978.15
22491,2500.0,8.88,95.24,56000.0,0.0,20.57,8308.0,90.3,2805.42,3000.0,366.5,0.0,0.0,0.0,1277.87
22492,11000.0,16.69,271.55,26952.0,1.0,7.35,4379.0,43.4,3270.35,1257.31,1446.79,0.0,566.25,103.86299999799999,271.55
22493,12000.0,14.83,284.41,72000.0,0.0,12.97,8684.0,55.3,17064.55,12000.0,5064.55,0.0,0.0,0.0,284.36
22494,11471.549943591519,14.09,393.55,41725.0,0.0,23.18,8067.0,85.8,13067.2,11500.0,1600.78,0.0,0.0,0.0,7994.16
22495,12675.0,9.62,267.47,65000.0,0.0,21.84,7318.0,25.5,16016.54,12700.0,3348.13,0.0,0.0,0.0,267.4
22496,4975.0,6.91,154.18,50000.0,0.0,6.22,11562.0,38.3,5330.65,5000.0,357.44,0.0,0.0,0.0,969.76
22497,2994.2325111543432,6.91,92.51,28000.0,0.0,7.8,830.0,8.5,3323.46,3000.0,330.39,0.0,0.0,0.0,95.7
22498,5975.0,9.99,193.58,74500.0,0.0,17.09,9222.0,31.4,6940.88,6000.0,969.92,0.0,0.0,0.0,224.52
22499,24125.0,16.69,598.65,53964.0,0.0,11.47,13528.0,69.7,26083.18,24250.0,1968.33,0.0,0.0,0.0,19.36
22500,4500.0,5.42,135.72,63000.0,0.0,9.05,3904.0,5.9,4881.63,4500.0,381.63,0.0,0.0,0.0,47.07
22501,24350.0,14.46,860.04,100000.0,1.0,11.44,13691.0,81.6,13921.14,9795.46,3964.54,0.0,532.78,6.75,860.04
22502,18844.082961660468,9.62,609.7,445000.0,0.0,6.3,80596.0,21.1,21762.59,19000.01,2950.28,0.0,0.0,0.0,639.01
22503,6400.0,6.91,197.36,45600.0,1.0,13.39,7486.0,53.5,5042.76,2678.31,475.15,14.984799351452999,1874.32,330.15,197.36
22504,1500.0,10.36,48.66,45000.0,1.0,18.16,18285.0,84.3,642.5,448.91,134.29,0.0,59.3,10.5444,48.66
22505,3475.0,9.62,112.32,35000.0,0.0,12.21,3615.0,60.2,3503.26,3500.0,28.47,0.0,0.0,0.0,3528.52
22506,10000.0,5.42,301.6,42000.0,0.0,0.57,1217.0,7.8,10858.61,10000.0,858.61,0.0,0.0,0.0,326.56
22507,5000.0,9.25,159.59,50000.0,0.0,11.35,1808.0,50.2,5745.47,5000.0,745.47,0.0,0.0,0.0,188.71
22508,19475.0,8.88,634.88,84996.0,0.0,4.73,11160.0,44.6,21017.27,20000.0,1583.84,0.0,0.0,0.0,3457.66
22509,8500.0,14.83,293.95,50000.0,0.0,6.55,5112.0,92.9,10582.56,8500.0,2082.56,0.0,0.0,0.0,319.59
22510,1500.0,12.61,50.26,51600.0,0.0,20.74,17979.0,84.8,1657.75,1500.0,157.75,0.0,0.0,0.0,47.23
22511,4000.0,5.79,121.31,33600.0,0.0,22.5,30722.0,73.9,4336.05,4000.0,336.05,0.0,0.0,0.0,1322.59
22512,3600.0,9.25,75.17,62000.0,0.0,14.73,2824.0,80.7,3836.37,3600.0,236.37,0.0,0.0,0.0,3237.0
22513,13575.0,13.72,314.48,31368.0,0.0,17.29,23915.0,92.6,18539.57,13600.0,4973.71,0.0,0.0,0.0,4140.08
22514,5325.0,6.54,163.31,60000.0,0.0,4.26,6656.0,54.1,5776.02,5325.0,451.02,0.0,0.0,0.0,297.32
22515,13778.346871659245,17.43,351.19,106000.0,0.0,19.6,9984.0,65.7,19565.33,14000.0,6013.01,0.0,0.0,0.0,6693.38
22516,7433.060302461048,6.54,231.54,54000.0,0.0,16.09,11644.0,69.6,8116.73,7550.0,704.73,0.0,0.0,0.0,2709.58
22517,5991.13,6.17,183.0,54000.0,0.0,15.29,5538.0,26.9,6348.82,6000.0,359.49,0.0,0.0,0.0,3984.26
22518,4800.0,10.36,155.7,50000.0,0.0,16.03,780.0,26.0,5605.2,4800.0,805.2,0.0,0.0,0.0,159.6
22519,11098.757264928789,5.79,354.83,80000.0,0.0,3.19,5626.0,7.0,11830.53,11700.0,813.99,0.0,0.0,0.0,4072.01
22520,8025.0,6.91,252.86,41000.0,0.0,6.5,8304.0,71.4,8901.46,8200.0,895.57,0.0,0.0,0.0,1013.01
22521,2975.0,10.36,97.31,65000.0,0.0,3.56,4142.0,31.6,3474.1,3000.0,503.3,0.0,0.0,0.0,100.19
22522,18908.033355071504,18.17,489.34,65000.0,0.0,18.41,10469.0,42.7,28338.52,19200.0,9770.7,0.0,0.0,0.0,5515.42
22523,11500.0,13.35,406.36,42000.0,0.0,12.51,17325.0,81.3,12203.42,12000.0,733.98,0.0,0.0,0.0,26.42
22524,8475.0,14.09,290.89,62400.0,0.0,20.0,90911.0,69.6,10442.15,8500.0,1972.96,0.0,0.0,0.0,311.24
22525,1475.0,8.88,47.62,35000.0,0.0,11.21,8884.0,66.8,1685.87,1500.0,214.45,0.0,0.0,0.0,52.68
22526,10250.0,9.62,344.96,52000.0,0.0,17.88,24963.0,87.1,11674.8,10749.99,1494.31,0.0,0.0,0.0,3981.94
22527,6375.0,13.35,146.77,54996.0,0.0,13.7,3056.0,24.3,7967.28,6400.0,1598.53,0.0,0.0,0.0,4190.61
22528,6250.0,9.99,201.65,54000.0,0.0,12.24,1200.0,15.4,7259.58,6250.0,1009.58,0.0,0.0,0.0,219.56
22529,9200.0,12.61,207.5,70001.0,0.0,17.73,28871.0,72.1,12211.98,9200.0,3011.98,0.0,0.0,0.0,3103.67
22530,23350.0,15.2,834.33,55000.0,0.0,19.16,32649.0,85.2,29225.53,24000.0,6039.09,0.0,0.0,0.0,949.63
22531,12000.0,14.83,414.99,40000.0,0.0,14.13,11708.0,95.2,14940.43,12000.0,2940.43,0.0,0.0,0.0,451.91
22532,10075.0,8.88,337.28,96000.0,0.0,20.69,39737.0,56.9,11491.08,10625.0,1493.39,0.0,0.0,0.0,1684.51
22533,5792.179514095117,6.54,195.51,52000.0,0.0,23.77,6683.0,36.5,6339.11,6375.0,663.29,0.0,0.0,0.0,208.39
22534,6736.471430782043,6.54,225.41,78000.0,0.0,20.29,72016.0,82.3,7378.74,7350.0,764.76,0.0,0.0,0.0,243.58
22535,6000.0,14.46,141.05,24996.0,0.0,17.52,5263.0,83.5,8378.74,6000.0,2378.74,0.0,0.0,0.0,1484.54
22536,3000.0,13.35,101.59,112500.0,0.0,11.84,16398.0,82.8,3657.42,3000.0,657.42,0.0,0.0,0.0,109.69
22537,7475.0,6.54,230.01,59000.0,0.0,9.29,2464.0,24.2,8252.87,7500.0,780.47,0.0,0.0,0.0,259.36
22538,7500.0,9.99,241.97,35000.0,0.0,1.44,2426.0,23.1,8712.21,7500.0,1212.21,0.0,0.0,0.0,274.8
22539,24850.0,14.83,592.52,142000.0,0.0,19.17,56149.0,86.5,35333.32,25000.0,10546.6,0.0,0.0,0.0,1180.44
22540,7761.382475121198,5.79,241.86,35000.0,0.0,12.48,8481.0,36.4,8418.52,7975.0,680.54,0.0,0.0,0.0,2405.84
22541,14325.0,8.88,476.16,140000.0,0.0,7.17,37462.0,62.9,16371.08,15000.0,2142.49,0.0,0.0,0.0,513.76
22542,15350.602324805237,12.23,353.31,125000.0,0.0,7.68,10755.0,27.6,18601.37,15800.0,3606.33,0.0,0.0,0.0,244.53
22543,8450.0,9.99,274.24,19200.0,0.0,15.56,8011.0,80.1,8520.81,8500.0,71.23,0.0,0.0,0.0,8572.49
22544,18975.0,13.72,646.8,35576.0,0.0,13.5,11219.0,57.5,22081.83,19000.0,3110.92,0.0,0.0,0.0,11126.87
22545,4000.0,16.69,98.75,14500.0,0.0,12.25,4364.0,65.1,5917.42,4000.0,1917.42,0.0,0.0,0.0,396.52
22546,17431.823559937926,12.23,395.23,70000.0,0.0,23.79,31061.0,68.7,22043.93,17675.0,4750.16,0.0,0.0,0.0,9425.21
22547,3600.0,12.98,121.27,65000.0,1.0,12.41,1446.0,33.6,2642.73,1926.54,616.35,0.0,99.84,1.04,121.27
22548,5000.0,6.91,154.18,38004.0,0.0,23.78,22310.0,84.8,5550.61,5000.0,550.61,0.0,0.0,0.0,159.16
22549,11000.0,5.79,333.6,64800.0,1.0,17.09,3615.0,12.9,5671.2,4936.27,710.62,0.0,24.31,0.0,333.6
22550,5000.0,12.98,168.43,39000.0,0.0,17.29,4656.0,29.7,6078.71,5000.0,1063.71,14.999999999573,0.0,0.0,179.11
22551,15900.0,15.95,388.67,35004.0,0.0,9.7,12264.0,79.6,22749.84,16000.0,6892.92,0.0,0.0,0.0,5050.07
22552,9600.0,13.72,221.99,97000.0,1.0,15.02,48539.0,91.4,6129.63,3362.87,2386.77,0.0,379.99,3.69,221.99
22553,4500.0,14.83,106.66,70000.0,0.0,15.34,55212.0,46.4,6400.33,4500.0,1900.33,0.0,0.0,0.0,0.72
22554,5000.0,6.17,152.5,45600.0,0.0,1.95,2686.0,24.1,5246.4,5000.0,246.4,0.0,0.0,0.0,3725.83
22555,5000.0,9.62,105.31,67000.0,0.0,9.89,52.0,0.4,5411.45,5000.0,411.45,0.0,0.0,0.0,4365.5
22556,7200.0,9.62,231.05,108000.0,0.0,4.79,1031.0,46.9,8095.72,7200.0,895.72,0.0,0.0,0.0,1152.91
22557,10000.0,16.69,354.99,82000.0,0.0,0.86,0.0,0.0,12418.94,10000.0,2418.94,0.0,0.0,0.0,4275.34
22558,7000.0,14.46,240.82,40000.0,0.0,6.78,8019.0,93.2,8626.95,7000.0,1626.95,0.0,0.0,0.0,1403.68
22559,5000.0,14.09,171.11,45000.0,0.0,14.69,4410.0,83.2,6160.79,5000.0,1160.79,0.0,0.0,0.0,187.29
22560,9975.0,12.61,225.54,57180.0,1.0,19.39,13584.0,80.9,10510.26,6263.61,535.27,0.0,3737.7,0.0,225.54
22561,4775.0,12.23,107.34,150000.0,0.0,15.55,29145.0,64.2,4919.22,4800.0,144.98,0.0,0.0,0.0,4731.66
22562,4500.0,9.25,159.59,39000.0,0.0,5.2,5628.0,77.1,5170.69,5000.0,745.21,0.0,0.0,0.0,179.14
22563,10000.0,14.83,345.83,97000.0,0.0,15.86,12010.0,90.3,11703.27,10000.0,1703.27,0.0,0.0,0.0,6182.0
22564,11500.0,9.99,387.15,50000.0,0.0,9.6,17403.0,73.4,13358.41,12000.0,1939.21,0.0,0.0,0.0,436.51
22565,3975.0,14.46,94.03,117000.0,0.0,17.57,500.0,33.3,5606.51,4000.0,1641.77,0.0,0.0,0.0,94.0
22566,9000.0,12.98,303.16,47000.0,0.0,6.97,4978.0,58.0,10918.06,9000.0,1918.06,0.0,0.0,0.0,321.47
22567,8000.0,13.35,270.91,130000.0,0.0,18.65,27407.0,74.7,9708.77,8000.0,1708.77,0.0,0.0,0.0,1599.1
22568,7300.0,17.8,185.22,36000.0,1.0,20.37,13583.0,97.7,8882.8,1053.91,1213.51,0.0,6645.79,1136.8555999978,185.22
22569,18692.395835340514,16.32,465.28,52000.0,0.0,22.41,23016.0,84.3,26098.4,19000.0,7695.66,0.0,0.0,0.0,4242.2
22570,24975.0,15.2,869.09,75000.0,0.0,15.42,28342.0,80.7,31258.42,25000.0,6289.71,0.0,0.0,0.0,952.34
22571,9500.0,10.36,324.37,71000.0,0.0,9.33,21033.0,41.9,11093.72,10000.0,1677.6,0.0,0.0,0.0,333.13
22572,11600.0,6.54,381.05,81500.0,0.0,14.46,35373.0,61.1,12753.72,12425.0,1235.78,0.0,0.0,0.0,3008.01
22573,17233.27772341832,9.99,382.36,70000.0,0.0,13.2,9099.0,35.3,20302.32,18000.0,3497.93,0.0,0.0,0.0,10796.81
22574,11437.136621896765,8.88,380.93,87000.0,0.0,4.81,3502.0,8.7,12480.62,12000.0,1097.57,0.0,0.0,0.0,7775.57
22575,9600.0,5.42,289.54,75000.0,0.0,1.68,4056.0,11.8,10424.29,9600.0,824.29,0.0,0.0,0.0,314.47
22576,1600.0,10.36,51.9,10008.0,0.0,8.99,2218.0,47.2,1844.4,1600.0,244.4,0.0,0.0,0.0,6.69
22577,23900.0,19.66,631.33,68559.96,0.0,19.64,14936.0,61.0,25825.03,24000.0,1933.09,0.0,0.0,0.0,417.8
22578,7975.0,6.54,245.34,60000.0,0.0,15.16,59671.0,74.5,8804.74,8000.0,832.34,0.0,0.0,0.0,263.02
22579,3000.0,12.61,67.67,50000.0,0.0,7.66,10519.0,45.5,3833.06,3000.0,833.06,0.0,0.0,0.0,1603.63
22580,5000.0,14.46,117.54,44000.0,1.0,11.05,1457.0,28.6,4785.91,2722.59,1743.93,0.0,319.39,3.1939,118.05
22581,9950.0,13.35,229.33,43160.0,0.0,1.89,158.0,12.2,13422.79,10000.0,3490.24,0.0,0.0,0.0,116.95
22582,12775.0,6.91,394.71,54500.0,0.0,21.58,45637.0,79.9,13480.95,12800.0,707.33,0.0,0.0,0.0,9561.64
22583,9500.0,16.32,353.16,160000.0,0.0,0.26,2434.0,27.0,11039.17,10000.0,1620.18,0.0,0.0,0.0,15.99
22584,5625.0,6.17,186.81,75000.0,0.0,1.01,0.0,0.0,6176.62,6125.0,600.65,0.0,0.0,0.0,196.74
22585,14500.0,17.06,360.84,58600.0,0.0,24.49,7907.0,78.3,21649.49,14500.0,7149.49,0.0,0.0,0.0,359.93
22586,4775.0,6.91,148.02,36000.0,0.0,3.4,2149.0,12.8,4906.22,4800.0,131.91,0.0,0.0,0.0,4341.52
22587,23900.0,17.06,597.24,80000.0,0.0,16.83,27843.0,65.8,28307.52,24000.0,4425.96,0.0,0.0,0.0,20673.21
22588,17650.0,9.99,571.05,65000.0,1.0,19.83,84067.0,37.0,15657.83,12739.5,2676.89,0.0,285.53,3.78,35.23
22589,24775.0,14.83,864.56,300000.0,0.0,11.47,54337.0,80.1,28851.28,25000.0,4113.3,0.0,0.0,0.0,5123.98
22590,10750.0,9.25,343.1,82000.0,0.0,21.57,67685.0,30.7,12047.6,10750.0,1297.6,0.0,0.0,0.0,5213.68
22591,5741.488840273335,5.79,186.52,45996.0,0.0,15.91,8440.0,18.6,6241.39,6150.0,564.43,0.0,0.0,0.0,203.96
22592,2000.0,12.61,67.02,24000.0,0.0,6.4,3946.0,51.9,2238.73,2000.0,238.73,0.0,0.0,0.0,304.98
22593,4000.0,12.61,134.03,54000.0,0.0,18.36,8626.0,60.7,4736.33,4000.0,736.33,0.0,0.0,0.0,1528.69
22594,6000.0,6.17,183.0,65000.0,0.0,2.97,2303.0,54.8,6589.21,6000.0,589.21,0.0,0.0,0.0,199.17
22595,4800.0,12.98,161.69,55000.0,0.0,10.76,10256.0,76.7,5589.62,4800.0,789.62,0.0,0.0,0.0,1740.29
22596,6000.0,9.99,127.46,50000.0,0.0,0.31,658.0,2.2,7074.72,6000.0,1074.72,0.0,0.0,0.0,3892.82
22597,4000.0,8.88,126.98,79000.0,0.0,14.29,9965.0,75.5,4114.06,4000.0,114.06,0.0,0.0,0.0,3735.27
22598,5000.0,6.91,154.18,55000.0,0.0,2.88,4676.0,21.5,5263.83,5000.0,263.83,0.0,0.0,0.0,1068.64
22599,2400.0,10.36,77.85,22800.0,0.0,7.16,3109.0,74.0,2795.98,2400.0,395.98,0.0,0.0,0.0,385.32
